Exercise Category,Exercise Name
CORE,WEIGHTED_RING_L_SIT
CORE,WEIGHTED_SIDE_ABS_LEG_LIFT
CORE,WEIGHTED_SIDE_BEND
CORE,WEIGHTED_SWISS_BALL_JACKKNIFE
CORE,WEIGHTED_SWISS_BALL_PIKE
CORE,WEIGHTED_SWISS_BALL_ROLLOUT
CORE,WEIGHTED_TRIANGLE_HIP_PRESS
CORE,WEIGHTED_TRX_SUSPENDED_JACKKNIFE
CORE,WEIGHTED_U_BOAT
CORE,WEIGHTED_WINDMILL_SWITCHES
CORE,WINDMILL_SWITCHES
CRUNCH,BICYCLE_CRUNCH
CRUNCH,CABLE_CRUNCH
CRUNCH,CIRCULAR_ARM_CRUNCH
CRUNCH,CROSS_LEG_REVERSE_CRUNCH
CRUNCH,CROSSED_ARMS_CRUNCH
CRUNCH,CRUNCH
CRUNCH,CRUNCH_CHOP
CRUNCH,DOUBLE_CRUNCH
CRUNCH,ELBOW_TO_KNEE_CRUNCH
CRUNCH,FLUTTER_KICKS
CRUNCH,FOAM_ROLLER_REVERSE_CRUNCH_ON_BENCH
CRUNCH,FOAM_ROLLER_REVERSE_CRUNCH_WITH_DUMBBELL
CRUNCH,FOAM_ROLLER_REVERSE_CRUNCH_WITH_MEDICINE_BALL
CRUNCH,FROG_PRESS
CRUNCH,HANGING_KNEE_RAISE_OBLIQUE_CRUNCH
CRUNCH,HIP_CROSSOVER
CRUNCH,HOLLOW_ROCK
CRUNCH,INCLINE_REVERSE_CRUNCH
CRUNCH,KNEELING_CABLE_CRUNCH
CRUNCH,KNEELING_CROSS_CRUNCH
CRUNCH,KNEELING_OBLIQUE_CABLE_CRUNCH
CRUNCH,KNEES_TO_ELBOW
CRUNCH,LEG_CLIMB_CRUNCH
CRUNCH,LEG_EXTENSIONS
CRUNCH,LEG_LEVERS
CRUNCH,MCGILL_CURL_UP
CRUNCH,MODIFIED_PILATES_ROLL_UP_WITH_BALL
CRUNCH,PILATES_CRUNCH
CRUNCH,PILATES_ROLL_UP_WITH_BALL
CRUNCH,RAISED_LEGS_CRUNCH
CRUNCH,REVERSE_CRUNCH
CRUNCH,REVERSE_CRUNCH_ON_A_BENCH
CRUNCH,REVERSE_CURL_AND_LIFT
CRUNCH,ROTATIONAL_LIFT
CRUNCH,SEATED_ALTERNATING_REVERSE_CRUNCH
CRUNCH,SEATED_LEG_U
CRUNCH,SIDE_TO_SIDE_CRUNCH_AND_WEAVE
CRUNCH,SINGLE_LEG_REVERSE_CRUNCH
CRUNCH,SKATER_CRUNCH_CROSS
CRUNCH,STANDING_CABLE_CRUNCH
CRUNCH,STANDING_SIDE_CRUNCH
CRUNCH,STEP_CLIMB
CRUNCH,STRAIGHT_LEG_CRUNCH_WITH_BALL
CRUNCH,SWISS_BALL_CRUNCH
CRUNCH,SWISS_BALL_REVERSE_CRUNCH
CRUNCH,SWISS_BALL_RUSSIAN_TWIST
CRUNCH,SWISS_BALL_SIDE_CRUNCH
CRUNCH,THORACIC_CRUNCHES_ON_FOAM_ROLLER
CRUNCH,TOES_TO_BAR
CRUNCH,TRICEPS_CRUNCH
CRUNCH,WEIGHTED_BICYCLE_CRUNCH
CRUNCH,WEIGHTED_CROSS_LEG_REVERSE_CRUNCH
CRUNCH,WEIGHTED_CROSSED_ARMS_CRUNCH
CRUNCH,WEIGHTED_CRUNCH
CRUNCH,WEIGHTED_CRUNCH_CHOP
CRUNCH,WEIGHTED_DOUBLE_CRUNCH
CRUNCH,WEIGHTED_ELBOW_TO_KNEE_CRUNCH
CRUNCH,WEIGHTED_FLUTTER_KICKS
CRUNCH,WEIGHTED_FOAM_ROLLER_REVERSE_CRUNCH_ON_BENCH
CRUNCH,WEIGHTED_HANGING_KNEE_RAISE_OBLIQUE_CRUNCH
CRUNCH,WEIGHTED_HIP_CROSSOVER
CRUNCH,WEIGHTED_HOLLOW_ROCK
CRUNCH,WEIGHTED_INCLINE_REVERSE_CRUNCH
CRUNCH,WEIGHTED_KNEELING_CROSS_CRUNCH
CRUNCH,WEIGHTED_LEG_EXTENSIONS
CRUNCH,WEIGHTED_MCGILL_CURL_UP
CRUNCH,WEIGHTED_MODIFIED_PILATES_ROLL_UP_WITH_BALL
CRUNCH,WEIGHTED_PILATES_CRUNCH
CRUNCH,WEIGHTED_PILATES_ROLL_UP_WITH_BALL
CRUNCH,WEIGHTED_RAISED_LEGS_CRUNCH
CRUNCH,WEIGHTED_REVERSE_CRUNCH
CRUNCH,WEIGHTED_REVERSE_CRUNCH_ON_A_BENCH
CRUNCH,WEIGHTED_REVERSE_CURL_AND_LIFT
CRUNCH,WEIGHTED_ROTATIONAL_LIFT
CRUNCH,WEIGHTED_SEATED_ALTERNATING_REVERSE_CRUNCH
CRUNCH,WEIGHTED_SEATED_LEG_U
CRUNCH,WEIGHTED_SIDE_TO_SIDE_CRUNCH_AND_WEAVE
CRUNCH,WEIGHTED_SINGLE_LEG_REVERSE_CRUNCH
CRUNCH,WEIGHTED_SKATER_CRUNCH_CROSS
CRUNCH,WEIGHTED_STEP_CLIMB
CRUNCH,WEIGHTED_SWISS_BALL_CRUNCH
CRUNCH,WEIGHTED_SWISS_BALL_REVERSE_CRUNCH
CRUNCH,WEIGHTED_SWISS_BALL_RUSSIAN_TWIST
CRUNCH,WEIGHTED_SWISS_BALL_SIDE_CRUNCH
CRUNCH,WEIGHTED_THORACIC_CRUNCHES_ON_FOAM_ROLLER
CRUNCH,WEIGHTED_TOES_TO_BAR
CURL,ALTERNATING_DUMBBELL_BICEPS_CURL
CURL,ALTERNATING_DUMBBELL_BICEPS_CURL_ON_SWISS_BALL
CURL,ALTERNATING_INCLINE_DUMBBELL_BICEPS_CURL
CURL,BARBELL_BICEPS_CURL
CURL,BARBELL_REVERSE_WRIST_CURL
CURL,BARBELL_WRIST_CURL
CURL,BEHIND_THE_BACK_BARBELL_REVERSE_WRIST_CURL
CURL,BEHIND_THE_BACK_ONE_ARM_CABLE_CURL
CURL,CABLE_BICEPS_CURL
CURL,CABLE_HAMMER_CURL
CURL,CHEATING_BARBELL_BICEPS_CURL
CURL,CLOSE_GRIP_EZ_BAR_BICEPS_CURL
CURL,CROSS_BODY_DUMBBELL_HAMMER_CURL
CURL,DEAD_HANG_BICEPS_CURL
CURL,DECLINE_HAMMER_CURL
CURL,DUMBBELL_BICEPS_CURL
CURL,DUMBBELL_BICEPS_CURL_WITH_STATIC_HOLD
CURL,DUMBBELL_HAMMER_CURL
CURL,DUMBBELL_REVERSE_WRIST_CURL
CURL,DUMBBELL_WRIST_CURL
CURL,EZ_BAR_PREACHER_CURL
CURL,FORWARD_BEND_BICEPS_CURL
CURL,HAMMER_CURL_TO_PRESS
CURL,INCLINE_DUMBBELL_BICEPS_CURL
CURL,INCLINE_OFFSET_THUMB_DUMBBELL_CURL
CURL,KETTLEBELL_BICEPS_CURL
CURL,LYING_CONCENTRATION_CABLE_CURL
CURL,ONE_ARM_CONCENTRATION_CURL
CURL,ONE_ARM_PREACHER_CURL
CURL,PLATE_PINCH_CURL
CURL,PREACHER_CURL_WITH_CABLE
CURL,REVERSE_EZ_BAR_CURL
CURL,REVERSE_GRIP_BARBELL_BICEPS_CURL
CURL,REVERSE_GRIP_WRIST_CURL
CURL,SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL
CURL,SEATED_DUMBBELL_BICEPS_CURL
CURL,SEATED_REVERSE_DUMBBELL_CURL
CURL,SPLIT_STANCE_OFFSET_PINKY_DUMBBELL_CURL
CURL,STANDING_ALTERNATING_DUMBBELL_CURLS
CURL,STANDING_DUMBBELL_BICEPS_CURL
CURL,STANDING_EZ_BAR_BICEPS_CURL
CURL,STANDING_ZOTTMAN_BICEPS_CURL
CURL,STATIC_CURL
CURL,SWISS_BALL_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION
CURL,SWISS_BALL_EZ_BAR_PREACHER_CURL
CURL,TWISTING_STANDING_DUMBBELL_BICEPS_CURL
CURL,WIDE_GRIP_EZ_BAR_BICEPS_CURL
DEADLIFT,BARBELL_DEADLIFT
DEADLIFT,BARBELL_STRAIGHT_LEG_DEADLIFT
DEADLIFT,DUMBBELL_DEADLIFT
DEADLIFT,DUMBBELL_SINGLE_LEG_DEADLIFT_TO_ROW
DEADLIFT,DUMBBELL_STRAIGHT_LEG_DEADLIFT
DEADLIFT,KETTLEBELL_DEADLIFT
DEADLIFT,KETTLEBELL_FLOOR_TO_SHELF
DEADLIFT,KETTLEBELL_SUMO_DEADLIFT
DEADLIFT,ONE_ARM_ONE_LEG_DEADLIFT
DEADLIFT,RACK_PULL
DEADLIFT,ROMANIAN_DEADLIFT
DEADLIFT,ROTATIONAL_DUMBBELL_STRAIGHT_LEG_DEADLIFT
DEADLIFT,SINGLE_ARM_DEADLIFT
DEADLIFT,SINGLE_LEG_BARBELL_DEADLIFT
DEADLIFT,SINGLE_LEG_BARBELL_STRAIGHT_LEG_DEADLIFT
DEADLIFT,SINGLE_LEG_DEADLIFT_WITH_BARBELL
DEADLIFT,SINGLE_LEG_RDL_CIRCUIT
DEADLIFT,SINGLE_LEG_ROMANIAN_DEADLIFT_CIRCUIT
DEADLIFT,SINGLE_LEG_ROMANIAN_DEADLIFT_WITH_DUMBBELL
DEADLIFT,SUMO_DEADLIFT
DEADLIFT,SUMO_DEADLIFT_HIGH_PULL
DEADLIFT,TRAP_BAR_DEADLIFT
DEADLIFT,WIDE_GRIP_BARBELL_DEADLIFT
ELLIPTICAL,ELLIPTICAL
FLOOR_CLIMB,FLOOR_CLIMB
FLYE,CABLE_CROSSOVER
FLYE,DECLINE_DUMBBELL_FLYE
FLYE,DUMBBELL_FLYE
FLYE,INCLINE_DUMBBELL_FLYE
FLYE,INCLINE_REVERSE_FLYE
FLYE,KETTLEBELL_FLYE
FLYE,KNEELING_REAR_FLYE
FLYE,SINGLE_ARM_STANDING_CABLE_REVERSE_FLYE
FLYE,SWISS_BALL_DUMBBELL_FLYE
HIP_RAISE,BARBELL_HIP_THRUST_ON_FLOOR
HIP_RAISE,BARBELL_HIP_THRUST_WITH_BENCH
HIP_RAISE,BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE
HIP_RAISE,BRIDGE_WITH_LEG_EXTENSION
HIP_RAISE,CLAM_BRIDGE
HIP_RAISE,FRONT_KICK_TABLETOP
HIP_RAISE,HIP_EXTENSION_AND_CROSS
HIP_RAISE,HIP_RAISE
HIP_RAISE,HIP_RAISE_WITH_FEET_ON_SWISS_BALL
HIP_RAISE,HIP_RAISE_WITH_HEAD_ON_BOSU_BALL
HIP_RAISE,HIP_RAISE_WITH_HEAD_ON_SWISS_BALL
HIP_RAISE,HIP_RAISE_WITH_KNEE_SQUEEZE
HIP_RAISE,INCLINE_REAR_LEG_EXTENSION
HIP_RAISE,KETTLEBELL_SWING
HIP_RAISE,MARCHING_HIP_RAISE
HIP_RAISE,MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL
HIP_RAISE,REVERSE_HIP_RAISE
HIP_RAISE,SINGLE_LEG_HIP_RAISE
HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH
HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL
HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER
HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL
HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL
HIP_RAISE,SINGLE_LEG_SWISS_BALL_HIP_RAISE_AND_LEG_CURL
HIP_RAISE,WEIGHTED_BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE
HIP_RAISE,WEIGHTED_BRIDGE_WITH_LEG_EXTENSION
HIP_RAISE,WEIGHTED_CLAM_BRIDGE
HIP_RAISE,WEIGHTED_FRONT_KICK_TABLETOP
HIP_RAISE,WEIGHTED_HIP_EXTENSION_AND_CROSS
HIP_RAISE,WEIGHTED_HIP_RAISE
HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_FEET_ON_SWISS_BALL
HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL
HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_HEAD_ON_SWISS_BALL
HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_KNEE_SQUEEZE
HIP_RAISE,WEIGHTED_INCLINE_REAR_LEG_EXTENSION
HIP_RAISE,WEIGHTED_MARCHING_HIP_RAISE
HIP_RAISE,WEIGHTED_MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL
HIP_RAISE,WEIGHTED_REVERSE_HIP_RAISE
HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE
HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH
HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL
HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER
HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL
HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL
HIP_STABILITY,BAND_SIDE_LYING_LEG_RAISE
HIP_STABILITY,DEAD_BUG
HIP_STABILITY,EXTERNAL_HIP_RAISE
HIP_STABILITY,FIRE_HYDRANT_KICKS
HIP_STABILITY,HIP_CIRCLES
HIP_STABILITY,INNER_THIGH_LIFT
HIP_STABILITY,LATERAL_WALKS_WITH_BAND_AT_ANKLES
HIP_STABILITY,LYING_ABDUCTION_STRETCH
HIP_STABILITY,PRETZEL_SIDE_KICK
HIP_STABILITY,PRONE_HIP_INTERNAL_ROTATION
HIP_STABILITY,QUADRUPED
HIP_STABILITY,QUADRUPED_HIP_EXTENSION
HIP_STABILITY,QUADRUPED_WITH_LEG_LIFT
